"id","created_at","name","has_test","alternate_url"
"119312296","2025-04-09T09:18:16+0300","-",false,"https://hh.ru/vacancy/119312296"
"118761610","2025-04-09T12:38:11+0300","-",false,"https://hh.ru/vacancy/118761610"
"119337151","2025-04-09T15:12:18+0300","-",false,"https://hh.ru/vacancy/119337151"
"119359952","2025-04-09T21:25:11+0300","-",false,"https://hh.ru/vacancy/119359952"
