('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         960268 function calls (935630 primitive calls) in 1.997 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mock.py:119(AsyncMockBackend)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       94    0.000    0.000    0.000    0.000 typing_extensions.py:3351(_check_generic)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       10    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
      194    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        6    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        4    0.000    0.000    0.000    0.000 typing.py:1466(__init__)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
        1    0.000    0.000    0.000    0.000 request.py:297(request_host)
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1193(__mro_entries__)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
      186    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        4    0.000    0.000    0.000    0.000 functools.py:968(__set_name__)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
      227    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 message.py:656(_get_params_preserve)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 _readers.py:210(Http10Reader)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:121(_register_namespaces)
        8    0.000    0.000    0.000    0.000 typing.py:1869(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
       18    0.000    0.000    0.000    0.000 inspect.py:1828(_shadowed_dict)
       10    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       64    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       45    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1603(__repr__)
      280    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
      399    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
       72    0.000    0.000    0.000    0.000 typing.py:1088(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
      176    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
       57    0.000    0.000    0.000    0.000 _urlparse.py:223(<genexpr>)
    53/52    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _readers.py:122(ContentLengthReader)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        9    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        1    0.000    0.000    0.000    0.000 http11.py:344(close)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
      7/3    0.000    0.000    0.000    0.000 typing.py:1420(__repr__)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
      252    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
        1    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4154(Format)
        1    0.000    0.000    0.000    0.000 _client.py:125(ClientState)
        1    0.000    0.000    0.000    0.000 http11.py:274(has_expired)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1028(getwriter)
        1    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        1    0.000    0.000    0.000    0.000 ssl.py:943(SSLSocket)
        1    0.000    0.000    0.000    0.000 ssl.py:1172(send)
       15    0.000    0.000    0.000    0.000 inspect.py:754(unwrap)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
      232    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      116    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
      263    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 _client.py:305(headers)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        1    0.000    0.000    0.000    0.000 lowlevel.py:77(_NoValueSet)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
       98    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        6    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
      104    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        6    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        7    0.000    0.000    0.000    0.000 inspect.py:3093(replace)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:442(_SpecialGenericAlias)
        2    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
      190    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 typing.py:1749(_get_protocol_attrs)
        2    0.000    0.000    0.000    0.000 coroutines.py:20(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        7    0.000    0.000    0.000    0.000 functools.py:658(_c3_merge)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1079(Cookies)
       16    0.000    0.000    0.000    0.000 functools.py:477(lru_cache)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
      101    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:427(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
       54    0.000    0.000    0.000    0.000 typing.py:971(__hash__)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
       35    0.000    0.000    0.000    0.000 inspect.py:3072(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        2    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
       98    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
       21    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x108c25080}
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
      100    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       44    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
      107    0.000    0.000    0.000    0.000 enum.py:1292(value)
       14    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _types.py:92(SyncByteStream)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
      101    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:2146(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 _models.py:242(get)
       45    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 threading.py:884(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1999(<genexpr>)
      117    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
      140    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
       74    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:468(read)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      102    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
       21    0.000    0.000    0.000    0.000 <frozen os>:732(__iter__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.000    0.000 _client.py:188(BaseClient)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
       56    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        2    0.000    0.000    0.000    0.000 threading.py:588(__init__)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       16    0.000    0.000    0.000    0.000 inspect.py:1465(repl)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 functools.py:649(cache)
       40    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:170(__init__)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
       57    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:616(set)
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 message.py:73(_parseparam)
       15    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 _models.py:252(get_list)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        5    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        1    0.000    0.000    0.000    0.000 unix_events.py:1442(_UnixDefaultEventLoopPolicy)
       98    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _lxml.py:77(LXMLTreeBuilderForXML)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        2    0.000    0.000    0.000    0.000 _lxml.py:201(prepare_markup)
        6    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        3    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
       37    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       37    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        6    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(RequestInterface)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       22    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
        2    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
      122    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       32    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        7    0.000    0.000    0.000    0.000 inspect.py:2488(_descriptor_get)
       23    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       37    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
       76    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:457(_build_request_auth)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       15    0.000    0.000    0.000    0.000 ssl.py:937(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 utils.py:393(decode_params)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        3    0.000    0.000    0.000    0.000 __init__.py:98(register)
       14    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 connection_pool.py:18(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        1    0.000    0.000    0.000    0.000 from_thread.py:145(BlockingPortal)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
       39    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        1    0.000    0.000    0.000    0.000 interfaces.py:20(AsyncRequestInterface)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 threading.py:277(__init__)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
       67    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 _client.py:413(_merge_cookies)
      138    0.000    0.000    0.000    0.000 element.py:2227(__bool__)
        1    0.000    0.000    0.000    0.000 tls.py:266(TLSListener)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        1    0.000    0.000    0.000    0.000 typing.py:2140(runtime_checkable)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        5    0.000    0.000    0.000    0.000 functools.py:839(_is_union_type)
        1    0.000    0.000    0.000    0.000 _synchronization.py:281(__init__)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
       27    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        3    0.000    0.000    0.000    0.000 typing.py:1636(__hash__)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
       20    0.000    0.000    0.000    0.000 <frozen os>:795(decode)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        5    0.000    0.000    0.000    0.000 parse.py:829(__getattr__)
        1    0.000    0.000    0.000    0.000 memory.py:48(MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x108c658a0}
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 connection_pool.py:128(create_connection)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 connection_pool.py:23(assign_to_connection)
       17    0.000    0.000    0.000    0.000 typing.py:1630(__eq__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       14    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       15    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        6    0.000    0.000    0.000    0.000 functools.py:843(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 request.py:397(add_header)
       41    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        7    0.000    0.000    0.000    0.000 inspect.py:2160(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 socket.py:517(family)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        1    0.000    0.000    0.000    0.000 _typedattr.py:36(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        1    0.000    0.000    0.000    0.000 _synchronization.py:284(set)
        1    0.000    0.000    0.000    0.000 __init__.py:1529(info)
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
        2    0.000    0.000    0.000    0.000 _connection.py:81(_body_framing)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 inspect.py:412(_has_coroutine_mark)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 _models.py:249(__init__)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 _tasks.py:22(TaskStatus)
        2    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2165(IPv6Interface)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 from_thread.py:398(BlockingPortalProvider)
       37    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 memory.py:190(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 memory.py:36(MemoryObjectItemReceiver)
        1    0.000    0.000    0.000    0.000 lowlevel.py:90(RunVar)
        1    0.000    0.000    0.000    0.000 _tempfile.py:25(TemporaryFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        4    0.000    0.000    0.000    0.000 typing.py:2314(_strip_annotations)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 functools.py:859(<lambda>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:234(_enforce_trailing_slash)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 _auth.py:175(DigestAuth)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       21    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
