('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         960268 function calls (935630 primitive calls) in 1.997 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _models.py:1101(extract_cookies)
     3144    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        1    0.001    0.001    0.001    0.001 types.py:275(coroutine)
       25    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
     2767    0.001    0.000    0.001    0.000 __init__.py:290(can_be_empty_element)
       57    0.000    0.000    0.001    0.000 dataclasses.py:760(_get_field)
     3809    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       87    0.000    0.000    0.001    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
      875    0.001    0.000    0.001    0.000 {built-in method fromkeys}
       69    0.000    0.000    0.001    0.000 css_parser.py:532(parse_tag_pattern)
      544    0.001    0.000    0.001    0.000 enum.py:850(__setattr__)
      527    0.000    0.000    0.001    0.000 enum.py:726(__call__)
      104    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
      217    0.000    0.000    0.001    0.000 typing.py:1481(<genexpr>)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
     3278    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      828    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
      702    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       84    0.000    0.000    0.001    0.000 css_parser.py:798(parse_combinator)
      291    0.001    0.000    0.001    0.000 {method 'settimeout' of '_socket.socket' objects}
      246    0.001    0.000    0.001    0.000 typing_extensions.py:3389(_has_generic_or_protocol_as_origin)
       77    0.000    0.000    0.001    0.000 css_types.py:267(__init__)
      234    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
      446    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
 1288/922    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.001    0.001 _status_codes.py:8(codes)
     2745    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
       19    0.000    0.000    0.001    0.000 typing.py:1546(__getitem__)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
      136    0.000    0.000    0.001    0.000 css_parser.py:359(__init__)
        1    0.000    0.000    0.001    0.001 element.py:2257(__getattr__)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
       55    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 element.py:2692(find)
        1    0.000    0.000    0.001    0.001 _decoders.py:1(<module>)
       24    0.000    0.000    0.001    0.000 dataclasses.py:1247(dataclass)
        1    0.000    0.000    0.001    0.001 asgi.py:1(<module>)
      135    0.000    0.000    0.001    0.000 dataclasses.py:701(_is_type)
       91    0.000    0.000    0.001    0.000 enum.py:1551(__or__)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
      293    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.001    0.001 _models.py:1249(__init__)
      247    0.000    0.000    0.001    0.000 _state.py:318(_fire_state_triggered_transitions)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2332(_IPv6Constants)
       15    0.000    0.000    0.001    0.000 typing.py:1560(__getitem_inner__)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
      230    0.000    0.000    0.001    0.000 typing.py:1205(__getattr__)
       59    0.000    0.000    0.001    0.000 _util.py:84(validate)
       35    0.000    0.000    0.001    0.000 ipaddress.py:2256(__init__)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       29    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 _writers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 request.py:315(__init__)
  546/339    0.000    0.000    0.001    0.000 typing.py:1285(__hash__)
      424    0.000    0.000    0.001    0.000 _parser.py:265(getwhile)
      520    0.000    0.000    0.001    0.000 _receivebuffer.py:77(maybe_extract_at_most)
        7    0.000    0.000    0.001    0.000 dataclasses.py:882(_hash_add)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
      289    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      293    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        7    0.000    0.000    0.001    0.000 dataclasses.py:675(_hash_fn)
        1    0.000    0.000    0.001    0.001 _connection.py:139(Connection)
     1203    0.000    0.000    0.001    0.000 typing.py:1279(__eq__)
        1    0.000    0.000    0.001    0.001 filter.py:163(find_all)
        1    0.000    0.000    0.001    0.001 request.py:935(AbstractBasicAuthHandler)
      868    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       27    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
        2    0.000    0.000    0.000    0.000 filter.py:129(filter)
      463    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
       59    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
      196    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
      446    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        9    0.000    0.000    0.000    0.000 inspect.py:2393(_signature_from_function)
       15    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      273    0.000    0.000    0.000    0.000 css_parser.py:334(match)
        1    0.000    0.000    0.000    0.000 request.py:339(full_url)
      308    0.000    0.000    0.000    0.000 css_parser.py:238(css_unescape)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 request.py:370(_parse)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:340(build_request)
  223/182    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
      446    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
      527    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
      868    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      289    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       86    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       70    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
       29    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      109    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      286    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
     1607    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      414    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
       15    0.000    0.000    0.000    0.000 typing.py:1542(copy_with)
     1607    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        8    0.000    0.000    0.000    0.000 typing.py:1850(__new__)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
     2766    0.000    0.000    0.000    0.000 _lxml.py:402(_prefix_for_namespace)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:3293(__str__)
     1184    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      291    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 http11.py:140(_send_request_headers)
      446    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
       80    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
      286    0.000    0.000    0.000    0.000 _connection.py:352(receive_data)
  213/150    0.000    0.000    0.000    0.000 typing.py:1600(__hash__)
        1    0.000    0.000    0.000    0.000 _tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
      106    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
      724    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      803    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
      628    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      202    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
      248    0.000    0.000    0.000    0.000 _connection.py:330(_respond_to_state_changes)
      289    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      489    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
      243    0.000    0.000    0.000    0.000 _events.py:299(__init__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      202    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
      893    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     1170    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      195    0.000    0.000    0.000    0.000 typing_extensions.py:3411(_is_unpacked_typevartuple)
      462    0.000    0.000    0.000    0.000 typing.py:1592(__eq__)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       86    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
       24    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
       10    0.000    0.000    0.000    0.000 inspect.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:308(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       33    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
       16    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       17    0.000    0.000    0.000    0.000 inspect.py:1463(formatannotation)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
      592    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
      281    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
     1626    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      384    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
      235    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:521(__getitem__)
      572    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
       27    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
      478    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.000    0.000 parse.py:1083(_splittype)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        3    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        8    0.000    0.000    0.000    0.000 _models.py:144(__init__)
      497    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      251    0.000    0.000    0.000    0.000 filter.py:721(match)
      463    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
     1640    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:753(Literal)
        1    0.000    0.000    0.000    0.000 _client.py:189(__init__)
     1309    0.000    0.000    0.000    0.000 _connection.py:212(their_state)
      200    0.000    0.000    0.000    0.000 typing.py:2339(get_origin)
      404    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       30    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
      893    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
    65/25    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      291    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 parse.py:1104(_splithost)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      234    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       24    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
      280    0.000    0.000    0.000    0.000 types.py:192(__init__)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
    65/25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:1270(info)
     1059    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        1    0.000    0.000    0.000    0.000 element.py:1577(Tag)
      246    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      249    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
      248    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
      247    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      197    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
      391    0.000    0.000    0.000    0.000 typing.py:962(__eq__)
        3    0.000    0.000    0.000    0.000 _connection.py:491(send)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
      286    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
        8    0.000    0.000    0.000    0.000 typing.py:1994(__init_subclass__)
        3    0.000    0.000    0.000    0.000 _connection.py:518(send_with_data_passthrough)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
      289    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.000    0.000 _models.py:961(close)
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 _client.py:391(_merge_url)
      446    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       15    0.000    0.000    0.000    0.000 functools.py:516(decorating_function)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       21    0.000    0.000    0.000    0.000 inspect.py:2026(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
      636    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
       30    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      735    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      202    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
     1226    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
      836    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
      302    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
      447    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      912    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 inspect.py:1358(getfullargspec)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       69    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      297    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
      485    0.000    0.000    0.000    0.000 _decoders.py:237(decode)
        2    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       26    0.000    0.000    0.000    0.000 inspect.py:2739(__init__)
       14    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      116    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
      333    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 default.py:130(close)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
      112    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
        2    0.000    0.000    0.000    0.000 functools.py:902(wrapper)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 connection_pool.py:409(close)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
      120    0.000    0.000    0.000    0.000 dammit.py:297(_substitute_xml_entity)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _models.py:652(encoding)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 default.py:221(__exit__)
      484    0.000    0.000    0.000    0.000 <string>:2(__eq__)
      248    0.000    0.000    0.000    0.000 _state.py:301(_fire_event_triggered_transitions)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
       16    0.000    0.000    0.000    0.000 inspect.py:3025(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:850(register)
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        1    0.000    0.000    0.000    0.000 _models.py:688(charset_encoding)
      291    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3132(deprecated)
       14    0.000    0.000    0.000    0.000 inspect.py:1841(getattr_static)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        1    0.000    0.000    0.000    0.000 connection_pool.py:358(__exit__)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
       24    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 connection_pool.py:347(close)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        1    0.000    0.000    0.000    0.000 __init__.py:164(match)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
       15    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 _models.py:85(_parse_content_type_charset)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:772(_find_impl)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
      116    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
      446    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      105    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      246    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      244    0.000    0.000    0.000    0.000 _connection.py:248(_server_switch_event)
      178    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _client.py:424(_merge_headers)
      202    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       14    0.000    0.000    0.000    0.000 inspect.py:1802(_check_class)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
      260    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       57    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 _lxml.py:110(initialize_soup)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 functools.py:730(_compose_mro)
        1    0.000    0.000    0.000    0.000 http11.py:254(close)
      124    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        2    0.000    0.000    0.000    0.000 _models.py:274(update)
      351    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 sync.py:141(close)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
       42    0.000    0.000    0.000    0.000 typing.py:2505(overload)
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
      281    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:699(get_param)
        1    0.000    0.000    0.000    0.000 _lxml.py:448(doctype)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 socket.py:501(close)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
       20    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
      133    0.000    0.000    0.000    0.000 _models.py:166(encoding)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
       87    0.000    0.000    0.000    0.000 element.py:2168(get)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      116    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
        1    0.000    0.000    0.000    0.000 ssl.py:1308(_real_close)
        7    0.000    0.000    0.000    0.000 inspect.py:2120(_signature_bound_method)
      573    0.000    0.000    0.000    0.000 ssl.py:1082(_checkClosed)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      7/1    0.000    0.000    0.000    0.000 functools.py:685(_c3_mro)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
       51    0.000    0.000    0.000    0.000 message.py:421(__setitem__)
      138    0.000    0.000    0.000    0.000 filter.py:538(matches_tag)
      142    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       35    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
      185    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
